fip_weight,bullpen_weight,park_scale,prob_shrinkage,season,games,accuracy,log_loss,brier
45,25,1.0,0.12,2025,2430,0.5584362139917696,0.6893377893517758,0.2477269783130217
30,5,0.0,0.08,2025,2430,0.5559670781893004,0.6893941001227402,0.24775717954515372
30,5,0.5,0.08,2025,2430,0.5555555555555556,0.6893981212657379,0.24775995700397685
30,5,1.0,0.08,2025,2430,0.5551440329218107,0.6894048701547173,0.24776381366222788
40,10,0.0,0.1,2025,2430,0.560082304526749,0.6894767670798865,0.24780378982337442
40,10,0.5,0.1,2025,2430,0.5596707818930041,0.6894814131958419,0.2478068865447109
40,10,1.0,0.1,2025,2430,0.5580246913580247,0.689489885064534,0.24781147754594574
35,25,0.0,0.1,2025,2430,0.5588477366255145,0.6894988836317557,0.2477574764352121
35,25,0.5,0.1,2025,2430,0.5584362139917696,0.6895096834892884,0.24776267084649073
50,0,0.0,0.12,2025,2430,0.5567901234567901,0.689515775976853,0.24788891575625355
50,0,0.5,0.12,2025,2430,0.5559670781893004,0.6895173680433374,0.24789097762947931
50,0,1.0,0.12,2025,2430,0.5551440329218107,0.6895234661676792,0.2478947811592551
35,25,1.0,0.1,2025,2430,0.5588477366255145,0.6895239156517502,0.24776923569345768
50,5,0.0,0.12,2025,2430,0.557201646090535,0.6895664590314254,0.24789465657354542
50,5,0.5,0.12,2025,2430,0.5588477366255145,0.6895694478410822,0.24789717280401197
50,5,1.0,0.12,2025,2430,0.5588477366255145,0.6895769496648516,0.247901439326573
25,20,0.0,0.08,2025,2430,0.5654320987654321,0.6895834677183778,0.24778338150406692
25,20,0.5,0.08,2025,2430,0.5662551440329218,0.6895949825562782,0.24778865371237843
25,20,1.0,0.08,2025,2430,0.5662551440329218,0.6896087559567323,0.24779484983654748
30,10,0.0,0.08,2025,2430,0.5576131687242798,0.6896277029364465,0.2478360418922749
30,10,0.5,0.08,2025,2430,0.5563786008230452,0.6896338015477791,0.24783953706875061
30,10,1.0,0.08,2025,2430,0.5555555555555556,0.6896426635929653,0.2478441300981669
50,10,0.0,0.12,2025,2430,0.5592592592592592,0.6897170291233112,0.24794263299349184
50,10,0.5,0.12,2025,2430,0.560082304526749,0.6897213434686247,0.24794559887747383
50,10,1.0,0.12,2025,2430,0.5596707818930041,0.6897301939148843,0.24795032604595896
40,15,0.0,0.1,2025,2430,0.5592592592592592,0.6897848965676348,0.24791612796232573
40,15,0.5,0.1,2025,2430,0.5596707818930041,0.6897910796856134,0.24791975831009136
40,15,1.0,0.1,2025,2430,0.5596707818930041,0.6898011453748618,0.24792490498338524
50,15,0.0,0.12,2025,2430,0.5592592592592592,0.6899668612155058,0.2480325390372975
50,15,0.5,0.12,2025,2430,0.5580246913580247,0.6899724119222317,0.24803593918760497
50,15,1.0,0.12,2025,2430,0.5576131687242798,0.6899825389509825,0.24804111447609523
30,15,0.0,0.08,2025,2430,0.5596707818930041,0.6899958478251099,0.24797147738276257
30,15,0.5,0.08,2025,2430,0.5596707818930041,0.6900038405543355,0.2479756248364923
30,15,1.0,0.08,2025,2430,0.560082304526749,0.6900146742865996,0.24798090227231934
40,20,0.0,0.1,2025,2430,0.5588477366255145,0.6902084350651635,0.24807698867776365
40,20,0.5,0.1,2025,2430,0.5604938271604938,0.690216002094244,0.24808110335144393
25,25,0.0,0.08,2025,2430,0.5621399176954732,0.6902205098456812,0.24803445512905928
40,20,1.0,0.1,2025,2430,0.560082304526749,0.6902275380690128,0.24808676451044395
25,25,0.5,0.08,2025,2430,0.5621399176954732,0.6902334479015719,0.24804019377206357
25,25,1.0,0.08,2025,2430,0.5625514403292181,0.6902488228387984,0.24804692605047082
50,20,0.0,0.12,2025,2430,0.5539094650205761,0.6903151553974222,0.2481639709818407
50,20,0.5,0.12,2025,2430,0.5534979423868313,0.6903218360693723,0.24816777946392177
50,20,1.0,0.12,2025,2430,0.5539094650205761,0.6903331512118003,0.2481733802631412
30,20,0.0,0.08,2025,2430,0.5609053497942387,0.6904975538653141,0.24816287913448895
35,0,0.5,0.08,2025,2430,0.5547325102880658,0.690505241086867,0.24824765154043696
35,0,0.0,0.08,2025,2430,0.5530864197530864,0.6905059098561416,0.2482463226881475
30,20,0.5,0.08,2025,2430,0.5609053497942387,0.6905072368617445,0.24816759928430057
35,0,1.0,0.08,2025,2430,0.5539094650205761,0.6905080708227459,0.24825031283785862
30,20,1.0,0.08,2025,2430,0.5604938271604938,0.6905198810021926,0.24817349558799942
35,5,0.0,0.08,2025,2430,0.5567901234567901,0.6906072887990963,0.24826832467184112
35,5,0.5,0.08,2025,2430,0.5563786008230452,0.6906088411237218,0.24827038611501562
35,5,1.0,0.08,2025,2430,0.5567901234567901,0.6906138882823775,0.24827378754230983
45,0,0.5,0.1,2025,2430,0.5592592592592592,0.6907103383868007,0.2483692238145821
45,0,0.0,0.1,2025,2430,0.5584362139917696,0.6907115327697726,0.2483680188177669
45,0,1.0,0.1,2025,2430,0.5584362139917696,0.69071359956987,0.24837210923316333
40,25,0.0,0.1,2025,2430,0.5584362139917696,0.6907462823402047,0.24828575223240695
40,25,0.5,0.1,2025,2430,0.5584362139917696,0.6907550623927943,0.24829029024504315
50,25,0.0,0.12,2025,2430,0.5559670781893004,0.6907609411038409,0.24833643045742057
40,25,1.0,0.1,2025,2430,0.5576131687242798,0.6907679277824181,0.24829641344230813
50,25,0.5,0.12,2025,2430,0.5559670781893004,0.6907686290118616,0.24834061105328883
50,25,1.0,0.12,2025,2430,0.5555555555555556,0.6907810280364393,0.2483466048818223
45,5,0.0,0.1,2025,2430,0.5604938271604938,0.6907875051292187,0.24838152993461005
45,5,0.5,0.1,2025,2430,0.5604938271604938,0.6907880746951416,0.24838330282161458
45,5,1.0,0.1,2025,2430,0.5613168724279836,0.690793103754353,0.24838676536089319
35,10,0.0,0.08,2025,2430,0.5596707818930041,0.6908421138170903,0.24834597811613787
35,10,0.5,0.08,2025,2430,0.5592592592592592,0.6908457399072221,0.24834873332611818
35,10,1.0,0.08,2025,2430,0.5596707818930041,0.6908528939553626,0.24835284620622744
25,0,0.0,0.06,2025,2430,0.5588477366255145,0.6908732244283962,0.24837400332654264
25,0,0.5,0.06,2025,2430,0.5580246913580247,0.6908740753385884,0.2483756068163926
25,0,1.0,0.06,2025,2430,0.5580246913580247,0.6908771714051729,0.24837808050851123
45,10,0.0,0.1,2025,2430,0.5580246913580247,0.6909784042679931,0.24844303421024724
45,10,0.5,0.1,2025,2430,0.5588477366255145,0.6909806374803761,0.24844536013807395
45,10,1.0,0.1,2025,2430,0.560082304526749,0.6909873578607837,0.2484493896810784
25,5,0.0,0.06,2025,2430,0.5588477366255145,0.6909987183567745,0.24840388436522856
25,5,0.5,0.06,2025,2430,0.5576131687242798,0.6910022969041644,0.24840641965620233
25,5,1.0,0.06,2025,2430,0.5576131687242798,0.6910081135788055,0.24840983091054938
30,25,0.0,0.08,2025,2430,0.5609053497942387,0.6911316279557251,0.24840949772633558
30,25,0.5,0.08,2025,2430,0.5613168724279836,0.6911427782568652,0.24841469783188755
30,25,1.0,0.08,2025,2430,0.5609053497942387,0.6911570527246383,0.24842113469460173
35,15,0.0,0.08,2025,2430,0.562962962962963,0.6912096242523306,0.24847883920711442
35,15,0.5,0.08,2025,2430,0.5625514403292181,0.6912151554214482,0.24848223493408336
35,15,1.0,0.08,2025,2430,0.5621399176954732,0.6912242855558787,0.24848701687793304
25,10,0.0,0.06,2025,2430,0.5592592592592592,0.691277245518926,0.24849743957076822
25,10,0.5,0.06,2025,2430,0.5592592592592592,0.6912833542870768,0.2485008373859949
45,15,0.0,0.1,2025,2430,0.5584362139917696,0.6912835329716762,0.2485521678776351
45,15,0.5,0.1,2025,2430,0.5580246913580247,0.6912873099258566,0.24855501976404273
25,10,1.0,0.06,2025,2430,0.5592592592592592,0.6912917450780538,0.24850513367235236
45,15,1.0,0.1,2025,2430,0.5588477366255145,0.691295626540949,0.2485595945558515
45,20,0.0,0.1,2025,2430,0.557201646090535,0.6917020015374682,0.24870845237129505
45,20,0.5,0.1,2025,2430,0.5576131687242798,0.6917071836470673,0.24871179118647854
25,15,0.0,0.06,2025,2430,0.5617283950617284,0.6917080167862868,0.2486541436536249
35,20,0.0,0.08,2025,2430,0.5592592592592592,0.691708847747474,0.2486663234171563
35,20,0.5,0.08,2025,2430,0.5596707818930041,0.6917160950898333,0.24867029261219817
25,15,0.5,0.06,2025,2430,0.5621399176954732,0.6917164357934226,0.24865831771731284
45,20,1.0,0.1,2025,2430,0.5580246913580247,0.6917169835318213,0.24871687805151085
35,20,1.0,0.08,2025,2430,0.5604938271604938,0.691727051031104,0.2486756880151401
25,15,1.0,0.06,2025,2430,0.5621399176954732,0.6917272326918312,0.2486634303132864
30,0,0.5,0.06,2025,2430,0.5530864197530864,0.6919820608000066,0.24883106437688443
30,0,1.0,0.06,2025,2430,0.5530864197530864,0.691983204179396,0.248833108619235
30,0,0.0,0.06,2025,2430,0.5534979423868313,0.6919839866583883,0.24883017047291503
40,0,0.5,0.08,2025,2430,0.557201646090535,0.6919998623003967,0.24887475817699298
40,0,1.0,0.08,2025,2430,0.5567901234567901,0.6920005448356963,0.24887683454879492
40,0,0.0,0.08,2025,2430,0.5576131687242798,0.6920034538706041,0.24887425770558042
40,5,0.5,0.08,2025,2430,0.5576131687242798,0.692105871765386,0.24889730787778602
40,5,0.0,0.08,2025,2430,0.5576131687242798,0.6921072626869136,0.2488961087071078
40,5,1.0,0.08,2025,2430,0.5567901234567901,0.6921087541934168,0.24890009237400437
30,5,0.0,0.06,2025,2430,0.5559670781893004,0.6921141197282711,0.24886062943422463
30,5,0.5,0.06,2025,2430,0.5555555555555556,0.6921149170506831,0.24886241310568766
30,5,1.0,0.06,2025,2430,0.5551440329218107,0.692118775868385,0.24886535445106064
45,25,0.0,0.1,2025,2430,0.5567901234567901,0.692232732120422,0.2489112980997754
45,25,0.5,0.1,2025,2430,0.5567901234567901,0.6922391631874942,0.2489150733000091
45,25,1.0,0.1,2025,2430,0.5584362139917696,0.6922503162896855,0.24892062799324785
25,20,0.0,0.06,2025,2430,0.5654320987654321,0.6922900200290932,0.24887330295715568
25,20,0.5,0.06,2025,2430,0.5662551440329218,0.6923005080134803,0.24887815109435496
25,20,1.0,0.06,2025,2430,0.5662551440329218,0.6923135223716219,0.24888399597281324
35,25,0.0,0.08,2025,2430,0.5588477366255145,0.6923386046025121,0.2489077103361591
40,10,0.0,0.08,2025,2430,0.560082304526749,0.6923424930439571,0.24897213847332614
40,10,0.5,0.08,2025,2430,0.5596707818930041,0.6923431699001072,0.24897400870906958
35,25,0.5,0.08,2025,2430,0.5584362139917696,0.692347360285858,0.24891217295687992
40,10,1.0,0.08,2025,2430,0.5580246913580247,0.692348152012974,0.24897748131681352
35,25,1.0,0.08,2025,2430,0.5588477366255145,0.6923599732159216,0.24891811365687022
30,10,0.0,0.06,2025,2430,0.5576131687242798,0.6923955825184214,0.24895337498215975
30,10,0.5,0.06,2025,2430,0.5563786008230452,0.6923989198646615,0.24895599218197156
30,10,1.0,0.06,2025,2430,0.5555555555555556,0.6924053579510913,0.24895978827494222
50,0,0.5,0.1,2025,2430,0.5559670781893004,0.6924383217075823,0.24910060191443223
50,0,1.0,0.1,2025,2430,0.5551440329218107,0.6924395622551452,0.24910286533362147
50,0,0.0,0.1,2025,2430,0.5567901234567901,0.692442152271253,0.2491001987280907
50,5,0.5,0.1,2025,2430,0.5588477366255145,0.6925166342361311,0.249114028655747
50,5,0.0,0.1,2025,2430,0.557201646090535,0.6925187206756424,0.2491130830073196
50,5,1.0,0.1,2025,2430,0.5588477366255145,0.6925196272161709,0.24911684552161137
50,10,0.5,0.1,2025,2430,0.560082304526749,0.6927075647177814,0.2491739775975589
50,10,0.0,0.1,2025,2430,0.5592592592592592,0.6927079936707515,0.24917249543425635
40,15,0.0,0.08,2025,2430,0.5592592592592592,0.6927083906584491,0.24910192033977085
40,15,0.5,0.08,2025,2430,0.5596707818930041,0.6927109814308992,0.24910442006639028
50,10,1.0,0.1,2025,2430,0.5596707818930041,0.6927122432644264,0.24917734458020682
40,15,1.0,0.08,2025,2430,0.5596707818930041,0.6927179431375853,0.24910854752259023
30,15,0.0,0.06,2025,2430,0.5596707818930041,0.6928275851649813,0.24910789608823872
30,15,0.5,0.06,2025,2430,0.5596707818930041,0.6928332571417444,0.24911127419022547
30,15,1.0,0.06,2025,2430,0.560082304526749,0.6928421171731672,0.24911586708997388
50,15,0.0,0.1,2025,2430,0.5592592592592592,0.6930092871553757,0.24927808973965687
50,15,0.5,0.1,2025,2430,0.5580246913580247,0.6930104098225804,0.24928009065604123
50,15,1.0,0.1,2025,2430,0.5576131687242798,0.6930166889145803,0.24928399317145705
25,25,0.0,0.06,2025,2430,0.5621399176954732,0.6930220242228317,0.24915406143561392
25,25,0.5,0.06,2025,2430,0.5621399176954732,0.693034320077507,0.24915946688618154
25,25,1.0,0.06,2025,2430,0.5625514403292181,0.6930493436283859,0.24916594579714005
40,20,0.0,0.08,2025,2430,0.5588477366255145,0.693203994801362,0.2492848941820774
40,20,0.5,0.08,2025,2430,0.5604938271604938,0.6932083256879938,0.2492879683607871
40,20,1.0,0.08,2025,2430,0.560082304526749,0.6932171277444743,0.24929270452534322
30,20,0.0,0.06,2025,2430,0.5609053497942387,0.6934091189048238,0.24932352049080783
30,20,0.5,0.06,2025,2430,0.5609053497942387,0.6934168990827639,0.24932757137915107
50,20,0.0,0.1,2025,2430,0.5539094650205761,0.6934217307209354,0.24942941184580983
35,0,1.0,0.06,2025,2430,0.5539094650205761,0.6934236296206547,0.2494242228634597
50,20,0.5,0.1,2025,2430,0.5534979423868313,0.6934242807384935,0.2494319021133564
35,0,0.5,0.06,2025,2430,0.5547325102880658,0.6934250625050555,0.24942281570019875
30,20,1.0,0.06,2025,2430,0.5604938271604938,0.6934280033982728,0.2493328882803339
35,0,0.0,0.06,2025,2430,0.5530864197530864,0.6934304410312787,0.24942283390960956
50,20,1.0,0.1,2025,2430,0.5539094650205761,0.693432057783911,0.24943631445172232
35,5,0.5,0.06,2025,2430,0.5563786008230452,0.6935618730267652,0.2494543144496387
35,5,1.0,0.06,2025,2430,0.5567901234567901,0.6935631458183872,0.24945657944553168
35,5,0.0,0.06,2025,2430,0.5567901234567901,0.6935645393338141,0.2494534841029863
45,0,1.0,0.08,2025,2430,0.5584362139917696,0.6937653480441134,0.2496107692452807
45,0,0.5,0.08,2025,2430,0.5592592592592592,0.6937671977891413,0.24960940654857125
45,0,0.0,0.08,2025,2430,0.5584362139917696,0.6937740798906229,0.24960983834946565
40,25,0.0,0.08,2025,2430,0.5584362139917696,0.6938281425708668,0.2495203709359979
40,25,0.5,0.08,2025,2430,0.5584362139917696,0.69383402102795,0.2495239517099889
40,25,1.0,0.08,2025,2430,0.5576131687242798,0.6938445059067356,0.24952923809347774
35,10,0.5,0.06,2025,2430,0.5592592592592592,0.6938479599316245,0.24954654874463836
35,10,0.0,0.06,2025,2430,0.5596707818930041,0.6938480824658154,0.24954491321374928
35,10,1.0,0.06,2025,2430,0.5596707818930041,0.6938518128160437,0.24954963925860865
45,5,0.5,0.08,2025,2430,0.5604938271604938,0.6938749699131388,0.24963148312011474
45,5,1.0,0.08,2025,2430,0.5613168724279836,0.6938753030613174,0.2496335241116489
45,5,0.0,0.08,2025,2430,0.5604938271604938,0.6938796725127918,0.2496312480905942
50,25,0.0,0.1,2025,2430,0.5559670781893004,0.6939442718665527,0.24962590334503798
50,25,0.5,0.1,2025,2430,0.5559670781893004,0.6939481075309922,0.2496288422376703
50,25,1.0,0.1,2025,2430,0.5555555555555556,0.6939572630848765,0.2496337278195042
45,10,0.5,0.08,2025,2430,0.5588477366255145,0.6941118715150889,0.24970617461548741
45,10,1.0,0.08,2025,2430,0.560082304526749,0.6941142975659756,0.2497088819913053
45,10,0.0,0.08,2025,2430,0.5580246913580247,0.6941145130789373,0.2497052898623784
30,25,0.0,0.06,2025,2430,0.5609053497942387,0.6941389601345476,0.24959942036374957
30,25,0.5,0.06,2025,2430,0.5613168724279836,0.6941486023943236,0.24960404153539148
30,25,1.0,0.06,2025,2430,0.5609053497942387,0.6941617539500117,0.24960999567456987
35,15,0.0,0.06,2025,2430,0.562962962962963,0.6942802824646889,0.24969662704455808
35,15,0.5,0.06,2025,2430,0.5625514403292181,0.6942825133486867,0.24969900856654068
35,15,1.0,0.06,2025,2430,0.5621399176954732,0.6942887999433557,0.24970287724849757
45,15,0.5,0.08,2025,2430,0.5580246913580247,0.6944771366069766,0.24983305930468688
45,15,0.0,0.08,2025,2430,0.5584362139917696,0.6944778562286669,0.24983155540126611
45,15,1.0,0.08,2025,2430,0.5588477366255145,0.6944815460616496,0.24983640834526535
35,20,0.0,0.06,2025,2430,0.5592592592592592,0.6948601369219419,0.24990797771587717
35,20,0.5,0.06,2025,2430,0.5596707818930041,0.6948645100784216,0.24991103092742456
35,20,1.0,0.06,2025,2430,0.5604938271604938,0.6948730639589009,0.24991561596100892
45,20,0.0,0.08,2025,2430,0.557201646090535,0.6949687557200914,0.2500095104576205
45,20,0.5,0.08,2025,2430,0.5576131687242798,0.6949697992818016,0.2500115898106963
45,20,1.0,0.08,2025,2430,0.5580246913580247,0.694976063801485,0.25001554325037223
40,0,1.0,0.06,2025,2430,0.5567901234567901,0.6951847246762705,0.25014160825917825
40,0,0.5,0.06,2025,2430,0.557201646090535,0.6951892603833361,0.25014100138155076
40,0,0.0,0.06,2025,2430,0.5576131687242798,0.6951986389281696,0.25014207684879125
40,5,1.0,0.06,2025,2430,0.5567901234567901,0.695327500329799,0.25017372250022324
40,5,0.5,0.06,2025,2430,0.5576131687242798,0.6953293424599802,0.2501722947646462
40,5,0.0,0.06,2025,2430,0.5576131687242798,0.6953360238153038,0.2501725608656592
45,25,0.0,0.08,2025,2430,0.5567901234567901,0.6955860686054108,0.25023849899903633
35,25,0.0,0.06,2025,2430,0.5588477366255145,0.6955864329821052,0.2501781690065534
45,25,0.5,0.08,2025,2430,0.5567901234567901,0.6955886980342469,0.2502410974762247
35,25,0.5,0.06,2025,2430,0.5584362139917696,0.6955927177338334,0.2501818054070848
45,25,1.0,0.08,2025,2430,0.5584362139917696,0.6955966712437365,0.25024560591353284
35,25,1.0,0.06,2025,2430,0.5588477366255145,0.6956033533247977,0.25018703125635106
40,10,0.5,0.06,2025,2430,0.5596707818930041,0.6956166635091983,0.25026272876268063
40,10,1.0,0.06,2025,2430,0.5580246913580247,0.6956173999754787,0.2502649546013547
40,10,0.0,0.06,2025,2430,0.560082304526749,0.6956208012693027,0.2502622165669719
50,0,1.0,0.08,2025,2430,0.5551440329218107,0.6957876062127811,0.2504428380245854
50,0,0.5,0.08,2025,2430,0.5559670781893004,0.6957923064983397,0.25044228874561986
50,0,0.0,0.08,2025,2430,0.5567901234567901,0.6958027553446252,0.2504437209668147
50,5,1.0,0.08,2025,2430,0.5588477366255145,0.6958986754011596,0.25046483739232933
50,5,0.5,0.08,2025,2430,0.5588477366255145,0.6959012082943806,0.25046363760421464
50,5,0.0,0.08,2025,2430,0.557201646090535,0.6959094982679127,0.25046443283934705
40,15,0.5,0.06,2025,2430,0.5596707818930041,0.6960504183870323,0.2504118126646697
40,15,0.0,0.06,2025,2430,0.5592592592592592,0.6960521877282844,0.2504105685247711
40,15,1.0,0.06,2025,2430,0.5596707818930041,0.6960535980159686,0.2504147993275133
50,10,1.0,0.08,2025,2430,0.5596707818930041,0.696136500709044,0.25053785272553225
50,10,0.5,0.08,2025,2430,0.560082304526749,0.6961369461838445,0.2505360068271398
50,10,0.0,0.08,2025,2430,0.5592592592592592,0.6961431815329235,0.25053617236649794
50,15,0.5,0.08,2025,2430,0.5580246913580247,0.6964987658465592,0.2506589944334909
50,15,1.0,0.08,2025,2430,0.5576131687242798,0.6965003086702616,0.25066146966016445
50,15,0.0,0.08,2025,2430,0.5592592592592592,0.6965030710904744,0.2506585505699489
40,20,0.0,0.06,2025,2430,0.5588477366255145,0.6966291899537007,0.25061699550262256
40,20,0.5,0.06,2025,2430,0.5604938271604938,0.6966295933101854,0.25061891049791624
40,20,1.0,0.06,2025,2430,0.560082304526749,0.6966350609153722,0.2506226066154223
50,20,0.5,0.08,2025,2430,0.5534979423868313,0.696985718795766,0.25083208029371346
50,20,0.0,0.08,2025,2430,0.5539094650205761,0.6969882378477511,0.25083106010679707
50,20,1.0,0.08,2025,2430,0.5539094650205761,0.6969891322606245,0.25083515584725025
45,0,1.0,0.06,2025,2430,0.5584362139917696,0.6972517945947707,0.250975148738393
45,0,0.5,0.06,2025,2430,0.5592592592592592,0.697259871236362,0.25097546752477595
45,0,0.0,0.06,2025,2430,0.5584362139917696,0.6972736787910779,0.25097769774695594
40,25,0.0,0.06,2025,2430,0.5584362139917696,0.697350608957958,0.2508807354578717
40,25,0.5,0.06,2025,2430,0.5584362139917696,0.6973529699223486,0.2508832462180482
40,25,1.0,0.06,2025,2430,0.5576131687242798,0.6973605513954712,0.25088758693312935
45,5,1.0,0.06,2025,2430,0.5613168724279836,0.6973971508957636,0.2510067038607583
45,5,0.5,0.06,2025,2430,0.5604938271604938,0.6974025468527609,0.25100623629074964
45,5,0.0,0.06,2025,2430,0.5604938271604938,0.6974136745636249,0.2510076940236489
50,25,0.5,0.08,2025,2430,0.5559670781893004,0.6975966665840312,0.2510546301665269
50,25,0.0,0.08,2025,2430,0.5559670781893004,0.6975975617335474,0.2510530791505893
50,25,1.0,0.08,2025,2430,0.5555555555555556,0.697601815234085,0.25105826513052304
45,10,1.0,0.06,2025,2430,0.560082304526749,0.697687450835116,0.25109570980878704
45,10,0.5,0.06,2025,2430,0.5588477366255145,0.6976902706358947,0.2510944697091421
45,10,0.0,0.06,2025,2430,0.5580246913580247,0.6976988573202495,0.25109517446133134
45,15,1.0,0.06,2025,2430,0.5588477366255145,0.6981218762328116,0.2512416825215004
45,15,0.5,0.06,2025,2430,0.5580246913580247,0.6981222445209279,0.2512396977550889
45,15,0.0,0.06,2025,2430,0.5584362139917696,0.6981284502530964,0.25123968379439904
45,20,0.5,0.06,2025,2430,0.5576131687242798,0.6986974667799175,0.25144131310775997
45,20,1.0,0.06,2025,2430,0.5580246913580247,0.6986994058926654,0.2514440009536419
45,20,0.0,0.06,2025,2430,0.557201646090535,0.6987014719308765,0.25144062906468506
45,25,0.5,0.06,2025,2430,0.5567901234567901,0.6994147360029392,0.25169857598684037
45,25,0.0,0.06,2025,2430,0.5567901234567901,0.6994167401449018,0.2516972842787054
45,25,1.0,0.06,2025,2430,0.5584362139917696,0.6994188197097065,0.25170191207387643
50,0,1.0,0.06,2025,2430,0.5551440329218107,0.6996093968674901,0.2519146992321481
50,0,0.5,0.06,2025,2430,0.5559670781893004,0.6996213744820272,0.2519160381230425
50,0,0.0,0.06,2025,2430,0.5567901234567901,0.6996399342747026,0.2519194824724269
50,5,1.0,0.06,2025,2430,0.5588477366255145,0.6997566657246468,0.25194541493872774
50,5,0.5,0.06,2025,2430,0.5588477366255145,0.6997659752913833,0.2519459996494124
50,5,0.0,0.06,2025,2430,0.557201646090535,0.6997818736058015,0.25194870606962794
50,10,1.0,0.06,2025,2430,0.5596707818930041,0.7000465580092942,0.25203185048193577
50,10,0.5,0.06,2025,2430,0.560082304526749,0.7000532938499321,0.2520316865662158
50,10,0.0,0.06,2025,2430,0.5592592592592592,0.7000666549365736,0.25203366379022035
50,15,1.0,0.06,2025,2430,0.5576131687242798,0.7004782651683006,0.25217354394221786
50,15,0.5,0.06,2025,2430,0.5580246913580247,0.7004825413888729,0.2521726505199551
50,15,0.0,0.06,2025,2430,0.5592592592592592,0.700493510431826,0.25217392152817664
50,20,1.0,0.06,2025,2430,0.5539094650205761,0.70105078081363,0.2523699044497251
50,20,0.5,0.06,2025,2430,0.5534979423868313,0.7010527307090735,0.2523683140049927
50,20,0.0,0.06,2025,2430,0.5539094650205761,0.701061472940352,0.25236891576480325
50,25,0.5,0.06,2025,2430,0.5559670781893004,0.7017626800668643,0.25261797483985643
50,25,1.0,0.06,2025,2430,0.5555555555555556,0.7017629047307212,0.25262021681487934
50,25,0.0,0.06,2025,2430,0.5559670781893004,0.7017693797491776,0.2526179578740729
