pitcher_id,name,team,ip,era,fip,k,bb,hbp,hr,games_started
669456,Shane Bieber,Toronto Blue Jays,12.0,0.0,0.09,20,1,0,0,2
679156,Walter Pennington,Chesapeake Baysox,0.7,0.0,0.17,1,0,0,0,0
669308,Sean Reynolds,San Diego Padres,11.0,0.82,0.99,21,5,1,0,0
681870,Erik Sabrowski,Cleveland Guardians,12.7,0.0,1.12,19,4,0,0,0
622065,Alex Young,Louisville Bats,2.0,0.0,1.17,2,0,0,0,0
687847,Marc Church,Texas Rangers,1.0,0.0,1.17,1,0,0,0,0
682254,Mason Montgomery,Pittsburgh Pirates,9.7,1.86,1.21,17,5,0,0,0
690925,Clayton Beeter,Washington Nationals,3.7,4.91,1.26,5,1,0,0,0
656876,Drew Rasmussen,Tampa Bay Rays,28.7,2.83,1.36,35,6,0,0,4
671922,Cade Smith,Cleveland Guardians,75.3,1.91,1.41,103,17,3,1,0
623437,Justin Topa,Minnesota Twins,2.3,0.0,1.46,2,0,0,0,0
668970,Gavin Hollowell,Chicago Cubs,1.3,0.0,1.67,1,0,0,0,0
670955,Edwin Uceta,Tampa Bay Rays,41.7,1.51,1.71,57,8,1,2,0
676508,Ben Casparius,Los Angeles Dodgers,8.3,2.16,1.73,12,4,0,0,0
674444,Steven Cruz,Kansas City Royals,5.7,0.0,1.76,4,0,0,0,0
656793,Nick Nelson,Lehigh Valley IronPigs,5.3,5.06,1.86,8,2,1,0,0
548384,Brooks Raley,New York Mets,7.0,0.0,1.89,9,3,0,0,0
686993,Justin Sterner,Athletics,4.0,2.25,1.92,4,1,0,0,0
643377,Griffin Jax,Tampa Bay Rays,71.0,2.03,1.95,95,15,2,4,0
663460,Kris Bubic,Kansas City Royals,30.3,2.67,1.95,39,5,0,2,0
680739,Josh Winder,Reno Aces,9.0,3.0,1.95,10,1,2,0,0
683618,Edgardo Henriquez,Tiburones de La Guaira,3.3,2.7,1.97,5,2,0,0,0
685801,Hunter Bigge,Tampa Bay Rays,3.3,2.7,1.97,5,2,0,0,0
692285,Luis Guerrero,Durham Bulls,10.0,0.0,1.97,9,2,0,0,0
642207,Devin Williams,New York Mets,21.7,1.25,2.06,38,11,2,1,0
669093,Jeremiah Estrada,San Diego Padres,61.0,2.95,2.07,94,23,0,4,0
660813,Brusdar Graterol,Los Angeles Dodgers,7.3,2.45,2.08,7,2,0,0,0
519242,Chris Sale,Atlanta Braves,177.7,2.38,2.09,225,39,8,9,29
694361,Will Klein,Los Angeles Dodgers,5.7,6.35,2.11,6,2,0,0,0
678226,Daysbel Hernández,Atlanta Braves,18.0,2.5,2.12,26,10,1,0,0
643410,Mark Leiter,Athletics,36.3,4.21,2.13,53,13,1,2,0
664351,Luis Contreras,Cardenales de Lara,6.0,9.0,2.17,6,2,0,0,0
676568,Ricky Vanasco,Toledo Mud Hens,2.0,13.5,2.17,1,0,0,0,0
695243,Mason Miller,San Diego Padres,65.0,2.49,2.19,104,21,1,6,0
607481,Aaron Bummer,Atlanta Braves,55.3,3.58,2.23,69,18,2,2,0
661403,Emmanuel Clase,Cleveland Guardians,74.3,0.61,2.23,66,10,2,2,0
673380,Dedniel Núñez,New York Mets,35.0,2.31,2.23,48,8,0,3,0
641312,Shaun Anderson,Salt Lake Bees,3.3,5.4,2.27,3,1,0,0,0
689690,Alek Jacob,San Diego Padres,14.7,2.45,2.28,19,2,2,1,0
621381,Matt Strahm,Kansas City Royals,62.7,1.87,2.29,79,11,6,4,0
594798,Jacob deGrom,Texas Rangers,10.7,1.69,2.33,14,1,1,1,3
641729,Joe Jiménez,Atlanta Braves,68.7,2.62,2.34,82,23,4,2,0
666619,Gregory Santos,Sacramento River Cats,7.3,4.91,2.35,6,1,1,0,0
687922,Easton Lucas,Toronto Blue Jays,3.7,14.73,2.35,6,3,0,0,0
676395,Robert Garcia,Texas Rangers,59.7,4.22,2.38,75,16,1,4,0
642528,Jonathan Loáisiga,Reno Aces,4.0,0.0,2.42,3,1,0,0,0
664854,Ryan Helsley,Baltimore Orioles,66.3,2.04,2.42,79,23,0,3,0
605483,Blake Snell,Los Angeles Dodgers,104.0,3.12,2.43,145,44,1,6,20
689147,Orion Kerkering,Philadelphia Phillies,63.0,2.29,2.43,74,17,8,2,2
694973,Paul Skenes,Pittsburgh Pirates,133.0,1.96,2.45,170,32,6,10,23
666171,Ryan Zeferjahn,Los Angeles Angels,17.0,2.12,2.47,18,6,2,0,0
669373,Tarik Skubal,Detroit Tigers,192.0,2.39,2.5,228,35,9,15,31
676534,Calvin Faucher,Miami Marlins,53.7,3.19,2.5,63,26,4,0,0
489446,Kirby Yates,Los Angeles Angels,61.7,1.17,2.51,85,28,2,3,0
680694,Kyle Bradish,Baltimore Orioles,39.3,2.75,2.51,53,15,3,2,8
573009,Joe Mantiply,Buffalo Bisons,59.7,3.92,2.52,53,18,0,1,2
656546,Jeff Hoffman,Toronto Blue Jays,66.3,2.17,2.52,89,16,3,6,0
676254,Ryan Walker,San Francisco Giants,80.0,1.91,2.52,99,18,9,5,1
605177,Andrew Chafin,Los Angeles Angels,37.0,3.16,2.55,50,16,1,2,0
700241,Michael McGreevy,St. Louis Cardinals,23.0,1.96,2.56,18,2,1,1,3
682175,Joe Jacques,Syracuse Mets,1.7,5.4,2.57,2,0,1,0,0
679885,Justin Martinez,Arizona Diamondbacks,72.7,2.48,2.59,91,36,2,2,0
686539,Declan Cronin,Round Rock Express,70.3,4.35,2.59,72,25,5,1,0
674944,Sean Guenther,Toledo Mud Hens,21.0,0.86,2.6,12,2,2,0,0
678821,Luis Peralta,Colorado Rockies,12.3,0.73,2.6,14,5,2,0,0
686580,Justin Slaten,Boston Red Sox,55.3,2.93,2.61,58,9,2,4,0
622250,Josh Sborz,Round Rock Express,16.3,3.86,2.62,17,4,0,1,0
683232,Nick Mears,Kansas City Royals,45.3,5.56,2.62,57,21,0,2,0
808967,Yoshinobu Yamamoto,Los Angeles Dodgers,90.0,3.0,2.62,105,22,1,7,18
571670,Dylan Floro,Las Vegas Aviators,52.3,2.06,2.64,40,13,0,1,0
663485,Cole Sands,Minnesota Twins,71.3,3.28,2.64,85,12,6,6,0
623211,Huascar Brazobán,Gigantes del Cibao,30.7,2.93,2.65,34,11,2,1,0
628452,Raisel Iglesias,Atlanta Braves,69.3,1.95,2.65,68,13,3,4,0
642239,Rob Zastryzny,Milwaukee Brewers,7.7,1.17,2.65,5,1,1,0,3
502085,David Robertson,Philadelphia Phillies,72.0,3.0,2.66,99,27,5,5,0
554340,Yimi García,Toronto Blue Jays,30.0,2.7,2.67,42,8,2,3,0
685107,Anthony Veneziano,Round Rock Express,2.0,4.5,2.67,2,1,0,0,0
689266,Dylan Dodd,Atlanta Braves,2.0,9.0,2.67,2,1,0,0,0
676979,Garrett Crochet,Boston Red Sox,146.0,3.58,2.69,209,33,5,18,32
660825,Eduard Bazardo,Seattle Mariners,27.7,4.88,2.7,33,9,0,2,0
700363,AJ Smith-Shawver,Atlanta Braves,4.3,0.0,2.71,4,2,0,0,1
669165,Kyle Hurt,Los Angeles Dodgers,6.7,1.35,2.72,3,1,0,0,1
687911,Bryan King,Houston Astros,26.3,2.39,2.72,32,10,3,1,0
671305,Michel Otañez,Texas Rangers,34.0,3.44,2.73,55,20,3,2,0
663574,Tony Santillan,Cincinnati Reds,30.0,3.0,2.74,46,9,0,4,1
687863,Porter Hodge,Chicago Cubs,43.0,1.88,2.75,52,19,1,2,0
678606,Jose A. Ferrer,Seattle Mariners,32.0,3.38,2.77,25,6,2,1,0
455119,Chris Martin,Texas Rangers,44.3,3.45,2.79,50,3,3,5,0
670970,Adrian Morejon,San Diego Padres,63.7,2.83,2.79,71,21,1,4,0
592866,Trevor Williams,Washington Nationals,66.7,2.03,2.8,59,18,0,3,13
656887,Sean Reid-Foley,Gwinnett Stripers,21.7,1.66,2.8,25,14,0,0,0
676879,Aaron Ashby,Milwaukee Brewers,28.3,2.86,2.82,33,10,0,2,2
683769,Hunter Gaddis,Cleveland Guardians,74.7,1.57,2.82,66,14,4,4,0
543056,Danny Coulombe,Texas Rangers,29.7,2.12,2.83,32,5,0,3,0
676684,Will Vest,Detroit Tigers,70.3,2.82,2.83,63,18,3,3,0
656464,Kevin Ginkel,Arizona Diamondbacks,70.0,3.21,2.86,77,15,3,6,0
661395,Jhoan Duran,Philadelphia Phillies,54.3,3.64,2.86,66,15,6,4,0
682120,Tim Herrin,Cleveland Guardians,65.7,1.92,2.87,68,25,5,2,0
608032,Carlos Estévez,Kansas City Royals,34.0,2.38,2.88,32,5,0,3,0
607192,Tyler Glasnow,Los Angeles Dodgers,134.0,3.49,2.9,168,35,0,15,22
625643,Reynaldo López,Atlanta Braves,135.7,1.99,2.92,148,42,2,10,25
695549,Jackson Jobe,Detroit Tigers,4.0,0.0,2.92,2,1,0,0,0
669622,Anthony Bender,Miami Marlins,53.0,4.08,2.93,59,18,4,3,0
657277,Logan Webb,San Francisco Giants,204.7,3.47,2.95,172,50,2,11,33
669211,Keegan Akin,Baltimore Orioles,78.7,3.32,2.99,97,19,2,9,0
595014,Blake Treinen,Los Angeles Dodgers,46.7,1.93,3.0,56,11,2,5,0
650911,Cristopher Sánchez,Philadelphia Phillies,181.7,3.32,3.0,153,44,0,11,31
666142,Cole Ragans,Kansas City Royals,186.3,3.14,3.0,223,67,6,15,32
669276,Dylan Lee,Atlanta Braves,59.7,2.11,3.0,76,17,0,7,0
445276,Kenley Jansen,Detroit Tigers,54.7,3.29,3.01,62,20,1,4,0
621242,Edwin Díaz,Los Angeles Dodgers,53.7,3.52,3.02,84,20,3,7,0
605280,Clay Holmes,New York Mets,63.0,3.14,3.03,68,22,3,4,0
547973,Aroldis Chapman,Boston Red Sox,61.7,3.79,3.04,98,39,2,5,0
641656,Ian Hamilton,Atlanta Braves,37.7,3.82,3.04,41,14,3,2,0
670167,John Schreiber,Kansas City Royals,51.7,3.66,3.04,46,20,4,1,0
676428,Brant Hurter,Detroit Tigers,45.3,2.58,3.04,38,6,0,4,1
687362,Connor Gillispie,St. Paul Saints,8.0,2.25,3.05,8,5,0,0,0
572143,Burch Smith,Toledo Mud Hens,29.7,4.25,3.07,23,9,1,1,0
621114,Ryan Burr,Toronto Blue Jays,32.7,4.13,3.08,47,12,1,4,4
519151,Ryan Pressly,Chicago Cubs,56.7,3.49,3.1,58,18,2,4,0
656302,Dylan Cease,Toronto Blue Jays,189.3,3.47,3.1,224,65,2,18,33
669724,Brenan Hanifee,Detroit Tigers,29.3,1.84,3.1,23,6,0,2,3
656730,Trevor Megill,Milwaukee Brewers,46.3,2.72,3.11,50,14,1,4,0
695076,Rhett Lowder,Cincinnati Reds,30.7,1.17,3.11,22,14,0,0,6
605155,Colten Brewer,Scranton/Wilkes-Barre RailRiders,20.7,5.66,3.12,22,9,1,1,0
656427,Jack Flaherty,Detroit Tigers,106.7,2.95,3.12,133,19,3,15,18
676962,Ben Brown,Chicago Cubs,55.3,3.58,3.12,64,19,1,5,8
543243,Sonny Gray,Boston Red Sox,166.3,3.84,3.13,203,39,3,21,28
554430,Zack Wheeler,Philadelphia Phillies,200.0,2.57,3.13,224,52,8,20,32
571948,Hoby Milner,Chicago Cubs,64.7,4.73,3.14,64,14,2,6,1
543475,Jordan Lyles,Oklahoma City Baseball Club,5.0,0.0,3.17,3,2,0,0,0
592741,Chasen Shreve,Gwinnett Stripers,1.0,0.0,3.17,0,0,0,0,0
622766,Miguel Díaz,Tigres del Licey,1.0,0.0,3.17,0,0,0,0,0
640451,Hunter Harvey,Chicago Cubs,45.0,4.2,3.17,50,12,4,4,0
656529,Sam Hentges,San Francisco Giants,23.7,3.04,3.17,27,5,0,3,0
656814,Luis Ortiz,Syracuse Mets,0.7,27.0,3.17,0,0,0,0,0
663947,Tyler Holton,Detroit Tigers,94.3,2.19,3.17,77,17,4,7,9
667478,Evan Kravetz,Louisville Bats,0.7,0.0,3.17,0,0,0,0,0
674285,Eduardo Salazar,St. Paul Saints,2.0,0.0,3.17,3,2,0,0,0
680572,Adam Kloffenstein,Scranton/Wilkes-Barre RailRiders,1.0,0.0,3.17,0,0,0,0,0
681857,Reese Olson,Detroit Tigers,112.3,3.53,3.17,101,33,4,7,22
683822,Naoyuki Uwasawa,Worcester Red Sox,4.0,2.25,3.17,3,2,0,0,0
656550,Grant Holmes,Atlanta Braves,68.3,3.56,3.2,70,15,2,7,7
690829,Ben Joyce,Los Angeles Angels,34.7,2.08,3.2,33,14,4,1,1
607259,Nick Martinez,Cincinnati Reds,142.3,3.1,3.21,116,18,5,13,16
657006,Justin Steele,Chicago Cubs,134.7,3.07,3.24,135,37,4,12,24
607625,Seth Lugo,Kansas City Royals,206.7,3.0,3.25,181,48,9,16,33
664285,Framber Valdez,Houston Astros,176.3,2.91,3.25,169,55,6,13,28
676702,Hunter Stratton,Atlanta Braves,37.7,3.58,3.25,33,7,3,3,0
656945,Tanner Scott,Los Angeles Dodgers,45.7,1.18,3.26,53,27,1,2,0
663773,Bryan Hoeing,San Diego Padres,30.0,2.7,3.27,25,9,0,2,2
669302,Logan Gilbert,Seattle Mariners,208.7,3.23,3.27,220,37,4,26,33
669923,George Kirby,Seattle Mariners,191.0,3.53,3.27,179,23,7,22,33
687330,Kevin Kelly,Tampa Bay Rays,70.7,2.67,3.27,63,9,5,7,0
518585,Fernando Cruz,New York Yankees,66.7,4.86,3.28,109,35,1,9,3
623465,Evan Phillips,Los Angeles Dodgers,54.7,3.62,3.28,63,17,1,6,0
657649,Jared Koenig,Milwaukee Brewers,62.0,2.47,3.28,63,23,4,4,6
502171,Alex Cobb,Detroit Tigers,16.3,2.76,3.29,10,3,0,1,3
621053,Tyler Ferguson,Athletics,51.3,3.68,3.29,62,24,2,4,0
680885,Spencer Schwellenbach,Atlanta Braves,123.7,3.35,3.29,127,23,6,14,21
571510,Matthew Boyd,Chicago Cubs,39.7,2.72,3.3,46,13,2,4,8
621383,Tanner Banks,Philadelphia Phillies,48.0,4.13,3.3,55,15,2,5,1
672335,Cionel Pérez,Norfolk Tides,53.7,4.53,3.3,46,28,5,0,0
518489,Ryan Brasier,Chicago Cubs,28.0,3.54,3.31,25,5,0,3,4
622503,Nabil Crismatt,Toros del Este,7.0,2.57,3.31,6,0,0,1,0
657044,Ryan Thompson,Arizona Diamondbacks,66.3,3.26,3.31,52,15,1,5,0
657585,Reed Garrett,New York Mets,57.3,3.77,3.31,83,30,2,6,0
607644,John Means,Cleveland Guardians,20.7,2.61,3.32,16,2,1,2,4
656557,Tanner Houck,Boston Red Sox,178.7,3.12,3.32,154,48,16,11,30
690916,Richard Fitts,St. Louis Cardinals,20.7,1.74,3.32,9,7,0,0,4
571882,Derek Law,Reno Aces,90.0,2.6,3.33,76,24,1,7,0
676477,Garrett Whitlock,Boston Red Sox,18.3,1.96,3.33,17,7,1,1,4
677053,Andrew Nardi,Miami Marlins,49.7,5.07,3.33,70,18,1,7,0
680732,Sean Burke,Chicago White Sox,19.0,1.42,3.33,22,7,0,2,3
596133,Luke Weaver,New York Mets,84.0,2.89,3.34,103,26,4,10,0
608331,Max Fried,New York Yankees,174.3,3.25,3.34,166,57,7,13,29
650633,Michael King,San Diego Padres,173.7,2.95,3.34,201,63,7,17,30
669111,John McMillon,Reading Fightin Phils,12.0,1.5,3.34,13,5,0,1,0
678495,Randy Rodríguez,San Francisco Giants,52.3,4.3,3.34,53,18,3,4,1
681676,Ryan Fernandez,St. Louis Cardinals,66.7,3.51,3.35,71,32,2,4,0
592094,Jason Adam,San Diego Padres,47.0,2.49,3.36,50,16,3,4,0
622075,Yency Almonte,Knoxville Smokies,15.7,3.45,3.36,20,8,2,1,0
662253,Andrés Muñoz,Seattle Mariners,59.3,2.12,3.36,77,26,3,6,0
673540,Kodai Senga,New York Mets,5.3,3.38,3.36,9,1,1,1,1
674370,Osvaldo Bido,New York Yankees,63.3,3.41,3.36,63,26,7,3,9
624133,Ranger Suárez,Boston Red Sox,150.7,3.46,3.37,145,41,5,14,27
669387,Carmen Mlodzinski,Pittsburgh Pirates,50.7,3.38,3.37,46,19,2,3,4
689981,River Ryan,Los Angeles Dodgers,20.3,1.33,3.37,18,9,0,1,4
668678,Zac Gallen,Arizona Diamondbacks,148.0,3.65,3.38,156,54,4,13,28
688107,Robert Gasser,Milwaukee Brewers,28.0,2.57,3.39,16,1,3,2,5
693433,Bryan Woo,Seattle Mariners,121.3,2.89,3.4,101,13,3,14,22
676092,Collin Snider,Iowa Cubs,41.7,1.94,3.41,47,13,0,5,0
694738,Landen Roupp,San Francisco Giants,50.3,3.58,3.43,47,26,1,2,4
657746,Joe Ryan,Minnesota Twins,135.0,3.6,3.45,147,23,5,19,23
594580,Sam Moll,Cincinnati Reds,37.7,3.35,3.46,38,14,2,3,0
681911,Alex Vesia,Los Angeles Dodgers,66.3,1.76,3.46,87,33,1,7,0
668674,Lucas Erceg,Kansas City Royals,36.7,3.68,3.47,41,13,5,3,0
657612,Tim Hill,New York Yankees,23.0,5.87,3.48,13,10,1,0,0
663423,Trent Thornton,Iowa Cubs,72.3,3.61,3.48,77,19,5,8,0
668881,Hunter Greene,Cincinnati Reds,150.3,2.75,3.48,169,57,19,12,26
600917,José Leclerc,Athletics,66.7,4.32,3.49,89,32,4,7,0
650556,Bryan Abreu,Houston Astros,78.3,3.1,3.49,103,32,6,9,0
663158,Robert Suarez,Atlanta Braves,65.0,2.77,3.49,59,16,0,7,0
663989,Nick Vespi,Diablos Rojos del Mexico,12.3,2.92,3.5,9,3,0,1,0
664126,Pete Fairbanks,Miami Marlins,45.3,3.57,3.5,44,17,0,4,0
672578,Carlos Hernández,Columbus Clippers,30.0,3.3,3.5,27,16,1,1,0
686790,Trevor McDonald,San Francisco Giants,3.0,0.0,3.5,1,1,0,0,0
623352,Josh Hader,Houston Astros,71.0,3.8,3.51,105,25,1,12,0
642100,Gabe Speier,Seattle Mariners,23.7,5.7,3.51,33,14,2,2,0
689225,Beau Brieske,Detroit Tigers,67.7,3.59,3.51,69,30,2,5,12
643361,Kevin Herget,Syracuse Mets,11.3,1.59,3.52,9,3,0,1,0
657097,Jacob Webb,Chicago Cubs,56.7,3.02,3.52,58,27,1,4,0
689958,Andrew Walters,Cleveland Guardians,8.7,0.0,3.52,6,5,0,0,1
477132,Clayton Kershaw,Los Angeles Dodgers,30.0,4.5,3.54,24,9,2,2,7
622251,Josh Staumont,Louisville Bats,24.3,3.7,3.54,18,14,1,0,0
669022,MacKenzie Gore,Texas Rangers,166.3,3.9,3.54,181,65,11,15,32
598264,Matt Barnes,Rochester Red Wings,13.3,6.75,3.55,10,4,0,1,0
666974,Yennier Cano,Baltimore Orioles,60.0,3.15,3.55,65,24,1,6,0
669203,Corbin Burnes,Arizona Diamondbacks,194.3,2.92,3.55,181,48,2,22,32
528748,Humberto Castellanos,Reno Aces,10.3,5.23,3.56,7,4,2,0,0
656731,Tylor Megill,New York Mets,78.0,4.04,3.56,91,32,4,8,15
660600,Enoli Paredes,Norfolk Tides,20.7,1.74,3.56,14,10,2,0,0
676440,Tanner Bibee,Cleveland Guardians,173.7,3.47,3.56,187,44,8,22,31
681517,Kyle Leahy,St. Louis Cardinals,48.7,4.07,3.56,33,10,1,4,0
622098,Drew Smith,New York Mets,17.7,3.06,3.57,23,9,0,2,0
643511,Tyler Rogers,Toronto Blue Jays,70.3,2.82,3.57,51,6,7,7,0
623474,Jimmy Herget,Colorado Rockies,12.3,4.38,3.58,15,3,0,2,0
657376,Clarke Schmidt,New York Yankees,85.3,2.85,3.58,93,30,9,8,16
663568,Stephen Kolek,Kansas City Royals,46.7,5.21,3.58,39,12,3,4,0
674003,Cody Bradford,Texas Rangers,76.3,3.54,3.59,70,13,1,10,13
682243,Bryce Miller,Seattle Mariners,180.3,2.94,3.59,171,45,3,21,31
686613,Hunter Brown,Houston Astros,170.0,3.49,3.59,179,60,5,18,30
663542,Bryan Hudson,Chicago White Sox,62.3,1.73,3.6,62,17,3,7,0
694297,Brandon Pfaadt,Arizona Diamondbacks,181.7,4.71,3.61,185,42,4,24,32
572955,Pierce Johnson,Cincinnati Reds,56.3,3.67,3.62,67,25,2,6,0
642397,Gregory Soto,Pittsburgh Pirates,35.3,4.08,3.62,44,20,6,2,0
663546,Sean Hjelle,Sacramento River Cats,80.7,3.9,3.63,75,14,5,10,0
640462,A.J. Puk,Arizona Diamondbacks,44.0,4.3,3.65,45,23,1,3,4
641154,Pablo López,Minnesota Twins,185.3,4.08,3.65,198,41,8,26,32
664849,Danny Young,Atlanta Braves,37.7,4.54,3.65,48,18,7,3,0
669212,Eli Morgan,Omaha Storm Chasers,42.0,1.93,3.65,34,11,1,4,0
671131,Jackson Rutledge,Washington Nationals,8.3,3.24,3.65,9,2,1,1,1
694037,Daniel Palencia,Chicago Cubs,14.7,6.14,3.65,16,12,1,0,0
579328,Yusei Kikuchi,Los Angeles Angels,115.7,4.75,3.66,130,30,2,17,22
608379,Michael Wacha,Kansas City Royals,166.7,3.35,3.66,145,45,5,17,29
493603,Adam Ottavino,New York Yankees,56.0,4.34,3.67,70,23,7,6,0
607455,Anthony Banda,Los Angeles Dodgers,49.7,3.08,3.67,50,18,2,5,2
664139,Ian Gibaut,Louisville Bats,2.0,4.5,3.67,1,1,0,0,0
668909,Gavin Williams,Cleveland Guardians,76.0,4.86,3.67,79,32,3,7,16
669270,Joel Kuhnel,Athletics,2.0,18.0,3.67,1,0,1,0,0
670990,Yohan Ramírez,Pittsburgh Pirates,6.0,6.0,3.67,6,2,3,0,0
680570,Grayson Rodriguez,Los Angeles Angels,116.7,3.86,3.67,130,36,5,15,20
621107,Zach Eflin,Baltimore Orioles,110.0,4.09,3.68,87,13,3,14,19
655889,Manuel Rodríguez,Tampa Bay Rays,37.7,2.15,3.68,34,11,5,3,0
656849,David Peterson,New York Mets,121.0,2.9,3.68,101,46,7,8,21
669062,Erik Miller,San Francisco Giants,67.3,3.88,3.68,87,38,1,7,10
677958,Kumar Rocker,Texas Rangers,11.7,3.86,3.69,14,6,1,1,3
472610,Luis García,New York Mets,43.7,3.71,3.7,40,14,3,4,0
543037,Gerrit Cole,New York Yankees,95.0,3.41,3.7,99,29,6,11,17
657240,Julian Merryweather,Nashville Sounds,15.0,6.6,3.7,14,9,3,0,0
592351,Jon Gray,Texas Rangers,102.7,4.47,3.71,86,28,0,11,19
666808,Camilo Doval,New York Yankees,59.0,4.88,3.71,78,39,2,5,0
687792,DJ Herz,Washington Nationals,88.7,4.16,3.71,106,36,3,11,19
666745,Jhony Brito,San Diego Padres,43.7,4.12,3.72,29,10,0,4,0
669467,Andre Pallante,St. Louis Cardinals,121.3,3.78,3.72,94,48,2,8,20
669711,Greg Weissert,Boston Red Sox,63.3,3.13,3.72,58,20,0,7,0
681869,Shawn Dubin,Reno Aces,45.3,4.17,3.72,49,26,2,3,2
